#nT = 49 nRho= 80
#logT [K],logRho [g/cc],logP [barye],logE [erg/g],logS [erg/g/K]
1.91000000,-5.60000000,3.86456389,9.85282762,8.76889202
1.91000000,-5.55000000,3.91456389,9.85282762,8.76577977
1.91000000,-5.50000000,3.96456389,9.85282762,8.76264920
1.91000000,-5.45000000,4.01456389,9.85282762,8.75951464
1.91000000,-5.40000000,4.06456389,9.85282762,8.75637624
1.91000000,-5.35000000,4.11456389,9.85282762,8.75322520
1.91000000,-5.30000000,4.16456389,9.85282762,8.75005386
1.91000000,-5.25000000,4.21456389,9.85282762,8.74685508
1.91000000,-5.20000000,4.26456389,9.85282762,8.74363127
1.91000000,-5.15000000,4.31456389,9.85282762,8.74038366
1.91000000,-5.10000000,4.36456389,9.85282762,8.73711104
1.91000000,-5.05000000,4.41456388,9.85282762,8.73381229
1.91000000,-5.00000000,4.46456382,9.85282762,8.73048723
1.91000000,-4.95000000,4.51456376,9.85282762,8.72713592
1.91000000,-4.90000000,4.56456378,9.85282762,8.72375827
1.91000000,-4.85000000,4.61456357,9.85282762,8.72035409
1.91000000,-4.80000000,4.66455874,9.85282762,8.71692214
1.91000000,-4.75000000,4.71455372,9.85282762,8.71346293
1.91000000,-4.70000000,4.76455585,9.85282762,8.70997759
1.91000000,-4.65000000,4.81457120,9.85282768,8.70646742
1.91000000,-4.60000000,4.86458818,9.85282855,8.70293485
1.91000000,-4.55000000,4.91461442,9.85282992,8.69937603
1.91000000,-4.50000000,4.96466586,9.85283109,8.69578535
1.91000000,-4.45000000,5.01475225,9.85283063,8.69215754
1.91000000,-4.40000000,5.06481038,9.85281757,8.68849430
1.91000000,-4.35000000,5.11489601,9.85279137,8.68479591
1.91000000,-4.30000000,5.16510844,9.85275588,8.68106057
1.91000000,-4.25000000,5.21552604,9.85271350,8.67728727
1.91000000,-4.20000000,5.26595211,9.85264607,8.67348613
1.91000000,-4.15000000,5.31653899,9.85254705,8.66964621
1.91000000,-4.10000000,5.36758160,9.85241607,8.66574852
1.91000000,-4.05000000,5.41932214,9.85224507,8.66177734
1.96000000,-8.00000000,1.51463345,9.90270267,8.90041802
1.96000000,-7.95000000,1.56463345,9.90270267,8.89816012
1.96000000,-7.90000000,1.61463345,9.90270267,8.89589530
1.96000000,-7.85000000,1.66463345,9.90270267,8.89362778
1.96000000,-7.80000000,1.71463345,9.90270267,8.89135323
1.96000000,-7.75000000,1.76463345,9.90270267,8.88906451
1.96000000,-7.70000000,1.81463345,9.90270267,8.88675483
1.96000000,-7.65000000,1.86463345,9.90270267,8.88442555
1.96000000,-7.60000000,1.91463345,9.90270267,8.88207887
1.96000000,-7.55000000,1.96463345,9.90270267,8.87971542
1.96000000,-7.50000000,2.01463345,9.90270267,8.87733540
1.96000000,-7.45000000,2.06463345,9.90270267,8.87493419
1.96000000,-7.40000000,2.11463345,9.90270267,8.87251569
1.96000000,-7.35000000,2.16463345,9.90270267,8.87008676
1.96000000,-7.30000000,2.21463345,9.90270267,8.86765406
1.96000000,-7.25000000,2.26463345,9.90270267,8.86521788
1.96000000,-7.20000000,2.31463345,9.90270267,8.86277389
1.96000000,-7.15000000,2.36463345,9.90270267,8.86031815
1.96000000,-7.10000000,2.41463345,9.90270267,8.85784708
1.96000000,-7.05000000,2.46463345,9.90270266,8.85536338
1.96000000,-7.00000000,2.51463345,9.90270266,8.85286627
1.96000000,-6.95000000,2.56463345,9.90270266,8.85035282
1.96000000,-6.90000000,2.61463345,9.90270266,8.84782019
1.96000000,-6.85000000,2.66463345,9.90270266,8.84526837
1.96000000,-6.80000000,2.71463345,9.90270266,8.84269858
1.96000000,-6.75000000,2.76463345,9.90270266,8.84011171
1.96000000,-6.70000000,2.81463345,9.90270266,8.83750837
1.96000000,-6.65000000,2.86463345,9.90270266,8.83488579
1.96000000,-6.60000000,2.91463345,9.90270266,8.83224587
1.96000000,-6.55000000,2.96463345,9.90270266,8.82959232
1.96000000,-6.50000000,3.01463345,9.90270266,8.82692905
1.96000000,-6.45000000,3.06463345,9.90270266,8.82425969
1.96000000,-6.40000000,3.11463345,9.90270266,8.82157820
1.96000000,-6.35000000,3.16463345,9.90270266,8.81887636
1.96000000,-6.30000000,3.21463345,9.90270266,8.81614600
1.96000000,-6.25000000,3.26463345,9.90270266,8.81338391
1.96000000,-6.20000000,3.31463345,9.90270266,8.81059722
1.96000000,-6.15000000,3.36463345,9.90270266,8.80779432
1.96000000,-6.10000000,3.41463345,9.90270266,8.80498327
1.96000000,-6.05000000,3.46463345,9.90270266,8.80216371
1.96000000,-6.00000000,3.51463345,9.90270266,8.79933096
1.96000000,-5.95000000,3.56463345,9.90270266,8.79648121
1.96000000,-5.90000000,3.61463345,9.90270266,8.79361130
1.96000000,-5.85000000,3.66463345,9.90270266,8.79072698
1.96000000,-5.80000000,3.71463345,9.90270266,8.78782408
1.96000000,-5.75000000,3.76463345,9.90270266,8.78489424
1.96000000,-5.70000000,3.81463345,9.90270266,8.78192876
1.96000000,-5.65000000,3.86463345,9.90270266,8.77892020
1.96000000,-5.60000000,3.91463345,9.90270266,8.77587969
1.96000000,-5.55000000,3.96463345,9.90270266,8.77282233
1.96000000,-5.50000000,4.01463345,9.90270266,8.76976275
1.96000000,-5.45000000,4.06463345,9.90270266,8.76670189
1.96000000,-5.40000000,4.11463345,9.90270266,8.76363001
1.96000000,-5.35000000,4.16463345,9.90270266,8.76053804
1.96000000,-5.30000000,4.21463345,9.90270266,8.75741742
1.96000000,-5.25000000,4.26463345,9.90270266,8.75427083
1.96000000,-5.20000000,4.31463345,9.90270266,8.75110004
1.96000000,-5.15000000,4.36463345,9.90270266,8.74790416
1.96000000,-5.10000000,4.41463345,9.90270266,8.74468215
1.96000000,-5.05000000,4.46463349,9.90270266,8.74143200
1.96000000,-5.00000000,4.51463353,9.90270266,8.73815548
1.96000000,-4.95000000,4.56463351,9.90270266,8.73485546
1.96000000,-4.90000000,4.61463322,9.90270266,8.73153468
1.96000000,-4.85000000,4.66463066,9.90270266,8.72819302
1.96000000,-4.80000000,4.71462788,9.90270266,8.72482837
1.96000000,-4.75000000,4.76462828,9.90270266,8.72143885
1.96000000,-4.70000000,4.81463434,9.90270270,8.71802282
1.96000000,-4.65000000,4.86463727,9.90270324,8.71458243
1.96000000,-4.60000000,4.91464410,9.90270410,8.71111581
1.96000000,-4.55000000,4.96466797,9.90270482,8.70761932
1.96000000,-4.50000000,5.01471815,9.90270441,8.70408939
1.96000000,-4.45000000,5.06475672,9.90269419,8.70052556
1.96000000,-4.40000000,5.11481504,9.90267406,8.69692934
1.96000000,-4.35000000,5.16495079,9.90264750,8.69330185
1.96000000,-4.30000000,5.21520710,9.90261736,8.68964486
1.96000000,-4.25000000,5.26544539,9.90257569,8.68596668
1.96000000,-4.20000000,5.31577784,9.90251747,8.68225707
1.96000000,-4.15000000,5.36641464,9.90244036,8.67849966
1.96000000,-4.10000000,5.41752641,9.90233784,8.67468025
1.96000000,-4.05000000,5.46877303,9.90216275,8.67082036
2.01000000,-8.00000000,1.56470591,9.94949871,8.90527720
2.01000000,-7.95000000,1.61470591,9.94949871,8.90303973
2.01000000,-7.90000000,1.66470591,9.94949871,8.90079853
2.01000000,-7.85000000,1.71470591,9.94949871,8.89855020
2.01000000,-7.80000000,1.76470591,9.94949871,8.89629036
2.01000000,-7.75000000,1.81470591,9.94949871,8.89401489
2.01000000,-7.70000000,1.86470591,9.94949871,8.89172467
2.01000000,-7.65000000,1.91470591,9.94949871,8.88942100
2.01000000,-7.60000000,1.96470591,9.94949871,8.88710414
2.01000000,-7.55000000,2.01470591,9.94949871,8.88477424
2.01000000,-7.50000000,2.06470591,9.94949871,8.88243025
2.01000000,-7.45000000,2.11470591,9.94949871,8.88007280
2.01000000,-7.40000000,2.16470591,9.94949871,8.87770323
2.01000000,-7.35000000,2.21470591,9.94949871,8.87532295
2.01000000,-7.30000000,2.26470591,9.94949871,8.87293358
2.01000000,-7.25000000,2.31470591,9.94949871,8.87053248
2.01000000,-7.20000000,2.36470591,9.94949871,8.86811600
2.01000000,-7.15000000,2.41470591,9.94949871,8.86568055
2.01000000,-7.10000000,2.46470591,9.94949871,8.86322507
2.01000000,-7.05000000,2.51470591,9.94949871,8.86075227
2.01000000,-7.00000000,2.56470591,9.94949871,8.85826511
2.01000000,-6.95000000,2.61470591,9.94949871,8.85576639
2.01000000,-6.90000000,2.66470591,9.94949871,8.85325523
2.01000000,-6.85000000,2.71470591,9.94949871,8.85073055
2.01000000,-6.80000000,2.76470591,9.94949871,8.84819200
2.01000000,-6.75000000,2.81470591,9.94949871,8.84563916
2.01000000,-6.70000000,2.86470591,9.94949871,8.84307099
2.01000000,-6.65000000,2.91470591,9.94949871,8.84048843
2.01000000,-6.60000000,2.96470591,9.94949871,8.83789306
2.01000000,-6.55000000,3.01470591,9.94949871,8.83528673
2.01000000,-6.50000000,3.06470591,9.94949871,8.83267342
2.01000000,-6.45000000,3.11470591,9.94949871,8.83004794
2.01000000,-6.40000000,3.16470591,9.94949871,8.82740257
2.01000000,-6.35000000,3.21470591,9.94949871,8.82472964
2.01000000,-6.30000000,3.26470591,9.94949871,8.82202625
2.01000000,-6.25000000,3.31470591,9.94949871,8.81929898
2.01000000,-6.20000000,3.36470591,9.94949871,8.81655547
2.01000000,-6.15000000,3.41470591,9.94949871,8.81380309
2.01000000,-6.10000000,3.46470591,9.94949871,8.81104156
2.01000000,-6.05000000,3.51470591,9.94949871,8.80826651
2.01000000,-6.00000000,3.56470591,9.94949871,8.80547433
2.01000000,-5.95000000,3.61470591,9.94949871,8.80266212
2.01000000,-5.90000000,3.66470591,9.94949871,8.79983644
2.01000000,-5.85000000,3.71470591,9.94949871,8.79699217
2.01000000,-5.80000000,3.76470591,9.94949871,8.79411948
2.01000000,-5.75000000,3.81470591,9.94949871,8.79120802
2.01000000,-5.70000000,3.86470591,9.94949871,8.78824774
2.01000000,-5.65000000,3.91470591,9.94949871,8.78525312
2.01000000,-5.60000000,3.96470591,9.94949871,8.78224411
2.01000000,-5.55000000,4.01470591,9.94949871,8.77923986
2.01000000,-5.50000000,4.06470591,9.94949871,8.77623955
2.01000000,-5.45000000,4.11470591,9.94949871,8.77323254
2.01000000,-5.40000000,4.16470591,9.94949871,8.77021036
2.01000000,-5.35000000,4.21470591,9.94949871,8.76716548
2.01000000,-5.30000000,4.26470591,9.94949871,8.76410467
2.01000000,-5.25000000,4.31470591,9.94949871,8.76102539
2.01000000,-5.20000000,4.36470591,9.94949871,8.75791984
2.01000000,-5.15000000,4.41470591,9.94949871,8.75478024
2.01000000,-5.10000000,4.46470591,9.94949871,8.75160354
2.01000000,-5.05000000,4.51470592,9.94949871,8.74839623
2.01000000,-5.00000000,4.56470591,9.94949871,8.74516598
2.01000000,-4.95000000,4.61470585,9.94949871,8.74192007
2.01000000,-4.90000000,4.66470511,9.94949871,8.73865737
2.01000000,-4.85000000,4.71470433,9.94949871,8.73537415
2.01000000,-4.80000000,4.76470452,9.94949871,8.73206795
2.01000000,-4.75000000,4.81470598,9.94949878,8.72873669
2.01000000,-4.70000000,4.86470092,9.94949989,8.72538388
2.01000000,-4.65000000,4.91469672,9.94950163,8.72200668
2.01000000,-4.60000000,4.96470595,9.94950311,8.71859955
2.01000000,-4.55000000,5.01473880,9.94950346,8.71515689
2.01000000,-4.50000000,5.06477353,9.94950263,8.71167549
2.01000000,-4.45000000,5.11482525,9.94950082,8.70816063
2.01000000,-4.40000000,5.16492445,9.94949811,8.70461894
2.01000000,-4.35000000,5.21509198,9.94949384,8.70105739
2.01000000,-4.30000000,5.26523436,9.94947694,8.69748298
2.01000000,-4.25000000,5.31543151,9.94944554,8.69388400
2.01000000,-4.20000000,5.36582786,9.94940182,8.69024426
2.01000000,-4.15000000,5.41653743,9.94934434,8.68654928
2.01000000,-4.10000000,5.46729259,9.94922919,8.68281504
2.01000000,-4.05000000,5.51830729,9.94904988,8.67903169
2.06000000,-8.00000000,1.61311138,9.99294420,8.92324295
2.06000000,-7.95000000,1.66311138,9.99294420,8.92103124
2.06000000,-7.90000000,1.71311138,9.99294420,8.91880928
2.06000000,-7.85000000,1.76311138,9.99294420,8.91657666
2.06000000,-7.80000000,1.81311138,9.99294420,8.91433301
2.06000000,-7.75000000,1.86311138,9.99294420,8.91207892
2.06000000,-7.70000000,1.91311137,9.99294420,8.90981386
2.06000000,-7.65000000,1.96311137,9.99294420,8.90753677
2.06000000,-7.60000000,2.01311137,9.99294420,8.90524655
2.06000000,-7.55000000,2.06311137,9.99294420,8.90294191
2.06000000,-7.50000000,2.11311137,9.99294420,8.90062437
2.06000000,-7.45000000,2.16311137,9.99294420,8.89829623
2.06000000,-7.40000000,2.21311137,9.99294420,8.89595994
2.06000000,-7.35000000,2.26311137,9.99294420,8.89361893
2.06000000,-7.30000000,2.31311137,9.99294420,8.89126855
2.06000000,-7.25000000,2.36311137,9.99294420,8.88890194
2.06000000,-7.20000000,2.41311137,9.99294420,8.88651214
2.06000000,-7.15000000,2.46311137,9.99294420,8.88409529
2.06000000,-7.10000000,2.51311137,9.99294420,8.88165816
2.06000000,-7.05000000,2.56311137,9.99294420,8.87920938
2.06000000,-7.00000000,2.61311137,9.99294419,8.87675739
2.06000000,-6.95000000,2.66311137,9.99294419,8.87430323
2.06000000,-6.90000000,2.71311137,9.99294419,8.87184118
2.06000000,-6.85000000,2.76311137,9.99294419,8.86936577
2.06000000,-6.80000000,2.81311137,9.99294419,8.86687176
2.06000000,-6.75000000,2.86311137,9.99294419,8.86436042
2.06000000,-6.70000000,2.91311137,9.99294419,8.86183310
2.06000000,-6.65000000,2.96311137,9.99294419,8.85928958
2.06000000,-6.60000000,3.01311137,9.99294419,8.85672959
2.06000000,-6.55000000,3.06311137,9.99294419,8.85415284
2.06000000,-6.50000000,3.11311137,9.99294419,8.85155934
2.06000000,-6.45000000,3.16311137,9.99294419,8.84894921
2.06000000,-6.40000000,3.21311137,9.99294419,8.84632240
2.06000000,-6.35000000,3.26311137,9.99294419,8.84367671
2.06000000,-6.30000000,3.31311137,9.99294419,8.84101378
2.06000000,-6.25000000,3.36311137,9.99294419,8.83833672
2.06000000,-6.20000000,3.41311137,9.99294419,8.83564867
2.06000000,-6.15000000,3.46311137,9.99294419,8.83295111
2.06000000,-6.10000000,3.51311137,9.99294419,8.83024072
2.06000000,-6.05000000,3.56311137,9.99294419,8.82751343
2.06000000,-6.00000000,3.61311137,9.99294419,8.82476495
2.06000000,-5.95000000,3.66311137,9.99294419,8.82199060
2.06000000,-5.90000000,3.71311137,9.99294419,8.81919654
2.06000000,-5.85000000,3.76311137,9.99294419,8.81639171
2.06000000,-5.80000000,3.81311137,9.99294419,8.81358455
2.06000000,-5.75000000,3.86311137,9.99294419,8.81077205
2.06000000,-5.70000000,3.91311137,9.99294419,8.80795209
2.06000000,-5.65000000,3.96311137,9.99294419,8.80512571
2.06000000,-5.60000000,4.01311137,9.99294419,8.80229428
2.06000000,-5.55000000,4.06311137,9.99294419,8.79946313
2.06000000,-5.50000000,4.11311137,9.99294419,8.79662659
2.06000000,-5.45000000,4.16311137,9.99294419,8.79377525
2.06000000,-5.40000000,4.21311137,9.99294419,8.79090032
2.06000000,-5.35000000,4.26311137,9.99294419,8.78800609
2.06000000,-5.30000000,4.31311137,9.99294419,8.78509305
2.06000000,-5.25000000,4.36311137,9.99294419,8.78215736
2.06000000,-5.20000000,4.41311137,9.99294426,8.77919514
2.06000000,-5.15000000,4.46311137,9.99294547,8.77620370
2.06000000,-5.10000000,4.51311137,9.99294742,8.77318686
2.06000000,-5.05000000,4.56311137,9.99294910,8.77014982
2.06000000,-5.00000000,4.61311135,9.99294959,8.76709758
2.06000000,-4.95000000,4.66311100,9.99294959,8.76403019
2.06000000,-4.90000000,4.71311061,9.99294959,8.76094443
2.06000000,-4.85000000,4.76311070,9.99294959,8.75783753
2.06000000,-4.80000000,4.81311152,9.99294896,8.75470705
2.06000000,-4.75000000,4.86310969,9.99293761,8.75155568
2.06000000,-4.70000000,4.91310816,9.99291923,8.74838172
2.06000000,-4.65000000,4.96311237,9.99290335,8.74518104
2.06000000,-4.60000000,5.01312710,9.99289887,8.74194934
2.06000000,-4.55000000,5.06314534,9.99290013,8.73868271
2.06000000,-4.50000000,5.11317086,9.99290217,8.73538615
2.06000000,-4.45000000,5.16321312,9.99290393,8.73206673
2.06000000,-4.40000000,5.21327837,9.99290420,8.72873164
2.06000000,-4.35000000,5.26332705,9.99289928,8.72538530
2.06000000,-4.30000000,5.31339210,9.99288885,8.72201921
2.06000000,-4.25000000,5.36353603,9.99287401,8.71862231
2.06000000,-4.20000000,5.41381139,9.99285475,8.71518416
2.06000000,-4.15000000,5.46410594,9.99281272,8.71171087
2.06000000,-4.10000000,5.51449669,9.99274430,8.70820125
2.06000000,-4.05000000,5.56514883,9.99265355,8.70464783
2.11000000,-8.00000000,1.66151774,10.03560821,8.94036372
2.11000000,-7.95000000,1.71151774,10.03560821,8.93818255
2.11000000,-7.90000000,1.76151774,10.03560821,8.93598897
2.11000000,-7.85000000,1.81151774,10.03560821,8.93378129
2.11000000,-7.80000000,1.86151774,10.03560821,8.93155879
2.11000000,-7.75000000,1.91151774,10.03560821,8.92932266
2.11000000,-7.70000000,1.96151774,10.03560821,8.92707438
2.11000000,-7.65000000,2.01151774,10.03560821,8.92481524
2.11000000,-7.60000000,2.06151774,10.03560821,8.92254307
2.11000000,-7.55000000,2.11151773,10.03560821,8.92025883
2.11000000,-7.50000000,2.16151773,10.03560821,8.91796541
2.11000000,-7.45000000,2.21151773,10.03560821,8.91566577
2.11000000,-7.40000000,2.26151773,10.03560821,8.91336317
2.11000000,-7.35000000,2.31151773,10.03560821,8.91105319
2.11000000,-7.30000000,2.36151773,10.03560821,8.90872928
2.11000000,-7.25000000,2.41151773,10.03560821,8.90638493
2.11000000,-7.20000000,2.46151773,10.03560821,8.90401691
2.11000000,-7.15000000,2.51151773,10.03560821,8.90163091
2.11000000,-7.10000000,2.56151773,10.03560821,8.89923394
2.11000000,-7.05000000,2.61151773,10.03560821,8.89683301
2.11000000,-7.00000000,2.66151773,10.03560821,8.89443052
2.11000000,-6.95000000,2.71151773,10.03560821,8.89202070
2.11000000,-6.90000000,2.76151773,10.03560821,8.88959698
2.11000000,-6.85000000,2.81151773,10.03560821,8.88715300
2.11000000,-6.80000000,2.86151773,10.03560821,8.88468999
2.11000000,-6.75000000,2.91151773,10.03560821,8.88220975
2.11000000,-6.70000000,2.96151773,10.03560821,8.87971197
2.11000000,-6.65000000,3.01151773,10.03560821,8.87719622
2.11000000,-6.60000000,3.06151773,10.03560821,8.87465996
2.11000000,-6.55000000,3.11151773,10.03560821,8.87210514
2.11000000,-6.50000000,3.16151773,10.03560821,8.86953548
2.11000000,-6.45000000,3.21151773,10.03560821,8.86695454
2.11000000,-6.40000000,3.26151773,10.03560821,8.86436083
2.11000000,-6.35000000,3.31151773,10.03560821,8.86175355
2.11000000,-6.30000000,3.36151773,10.03560821,8.85913356
2.11000000,-6.25000000,3.41151773,10.03560821,8.85650182
2.11000000,-6.20000000,3.46151773,10.03560821,8.85386065
2.11000000,-6.15000000,3.51151773,10.03560821,8.85120736
2.11000000,-6.10000000,3.56151773,10.03560821,8.84853754
2.11000000,-6.05000000,3.61151773,10.03560821,8.84584600
2.11000000,-6.00000000,3.66151773,10.03560821,8.84311653
2.11000000,-5.95000000,3.71151773,10.03560821,8.84036520
2.11000000,-5.90000000,3.76151773,10.03560821,8.83762001
2.11000000,-5.85000000,3.81151773,10.03560821,8.83490849
2.11000000,-5.80000000,3.86151773,10.03560821,8.83223518
2.11000000,-5.75000000,3.91151773,10.03560821,8.82958117
2.11000000,-5.70000000,3.96151773,10.03560821,8.82692806
2.11000000,-5.65000000,4.01151773,10.03560821,8.82425844
2.11000000,-5.60000000,4.06151773,10.03560821,8.82158118
2.11000000,-5.55000000,4.11151773,10.03560821,8.81889759
2.11000000,-5.50000000,4.16151773,10.03560821,8.81619918
2.11000000,-5.45000000,4.21151773,10.03560821,8.81347767
2.11000000,-5.40000000,4.26151773,10.03560821,8.81073378
2.11000000,-5.35000000,4.31151773,10.03560821,8.80797069
2.11000000,-5.30000000,4.36151773,10.03560821,8.80518961
2.11000000,-5.25000000,4.41151773,10.03560813,8.80239176
2.11000000,-5.20000000,4.46151773,10.03560641,8.79957757
2.11000000,-5.15000000,4.51151773,10.03560355,8.79674563
2.11000000,-5.10000000,4.56151773,10.03560103,8.79389428
2.11000000,-5.05000000,4.61151771,10.03560027,8.79102185
2.11000000,-5.00000000,4.66151720,10.03560027,8.78812740
2.11000000,-4.95000000,4.71151662,10.03560027,8.78521207
2.11000000,-4.90000000,4.76151672,10.03560027,8.78227739
2.11000000,-4.85000000,4.81151827,10.03559943,8.77932488
2.11000000,-4.80000000,4.86152200,10.03558064,8.77635553
2.11000000,-4.75000000,4.91152689,10.03554930,8.77336728
2.11000000,-4.70000000,4.96153148,10.03552171,8.77035743
2.11000000,-4.65000000,5.01153442,10.03551330,8.76732331
2.11000000,-4.60000000,5.06153694,10.03551336,8.76426380
2.11000000,-4.55000000,5.11153869,10.03551350,8.76118059
2.11000000,-4.50000000,5.16153811,10.03551370,8.75807571
2.11000000,-4.45000000,5.21153376,10.03551397,8.75495112
2.11000000,-4.40000000,5.26152679,10.03551465,8.75180700
2.11000000,-4.35000000,5.31151696,10.03551590,8.74864168
2.11000000,-4.30000000,5.36150285,10.03551766,8.74545349
2.11000000,-4.25000000,5.41148410,10.03552018,8.74224074
2.11000000,-4.20000000,5.46147895,10.03552905,8.73900213
2.11000000,-4.15000000,5.51147202,10.03554246,8.73573899
2.11000000,-4.10000000,5.56143334,10.03555503,8.73245327
2.11000000,-4.05000000,5.61132964,10.03556170,8.72914829
2.16000000,-8.00000000,1.71159012,10.07993472,8.94411420
2.16000000,-7.95000000,1.76159012,10.07993472,8.94196427
