#nT = 49 nRho= 80
#logT [K],logRho [g/cc],logP [barye],logE [erg/g],logS [erg/g/K]
2.21000000,-4.45000000,5.31173243,10.12492591,8.76713442
2.21000000,-4.40000000,5.36176116,10.12492591,8.76406324
2.21000000,-4.35000000,5.41177900,10.12492590,8.76097902
2.21000000,-4.30000000,5.46178204,10.12492573,8.75788230
2.21000000,-4.25000000,5.51177831,10.12492546,8.75476886
2.21000000,-4.20000000,5.56177753,10.12492522,8.75163495
2.21000000,-4.15000000,5.61178933,10.12492475,8.74847710
2.21000000,-4.10000000,5.66181646,10.12491606,8.74529835
2.21000000,-4.05000000,5.71185153,10.12490080,8.74209729
2.26000000,-8.00000000,1.81165962,10.17100205,8.95193215
2.26000000,-7.95000000,1.86165962,10.17100205,8.94981880
2.26000000,-7.90000000,1.91165962,10.17100205,8.94769271
2.26000000,-7.85000000,1.96165962,10.17100205,8.94555479
2.26000000,-7.80000000,2.01165961,10.17100205,8.94340594
2.26000000,-7.75000000,2.06165961,10.17100204,8.94124608
2.26000000,-7.70000000,2.11165961,10.17100204,8.93907458
2.26000000,-7.65000000,2.16165961,10.17100204,8.93689095
2.26000000,-7.60000000,2.21165961,10.17100204,8.93469454
2.26000000,-7.55000000,2.26165961,10.17100204,8.93248280
2.26000000,-7.50000000,2.31165961,10.17100204,8.93025801
2.26000000,-7.45000000,2.36165961,10.17100204,8.92802428
2.26000000,-7.40000000,2.41165961,10.17100204,8.92578586
2.26000000,-7.35000000,2.46165961,10.17100204,8.92354642
2.26000000,-7.30000000,2.51165961,10.17100203,8.92130051
2.26000000,-7.25000000,2.56165961,10.17100203,8.91904041
2.26000000,-7.20000000,2.61165961,10.17100203,8.91675842
2.26000000,-7.15000000,2.66165961,10.17100203,8.91445086
2.26000000,-7.10000000,2.71165960,10.17100203,8.91212438
2.26000000,-7.05000000,2.76165960,10.17100203,8.90978721
2.26000000,-7.00000000,2.81165960,10.17100203,8.90744749
2.26000000,-6.95000000,2.86165960,10.17100203,8.90510805
2.26000000,-6.90000000,2.91165960,10.17100203,8.90276214
2.26000000,-6.85000000,2.96165960,10.17100203,8.90040205
2.26000000,-6.80000000,3.01165960,10.17100203,8.89802017
2.26000000,-6.75000000,3.06165960,10.17100203,8.89561522
2.26000000,-6.70000000,3.11165960,10.17100203,8.89319176
2.26000000,-6.65000000,3.16165960,10.17100203,8.89075407
2.26000000,-6.60000000,3.21165960,10.17100203,8.88830628
2.26000000,-6.55000000,3.26165960,10.17100203,8.88584761
2.26000000,-6.50000000,3.31165960,10.17100203,8.88337636
2.26000000,-6.45000000,3.36165960,10.17100203,8.88089204
2.26000000,-6.40000000,3.41165960,10.17100203,8.87839412
2.26000000,-6.35000000,3.46165960,10.17100203,8.87588197
2.26000000,-6.30000000,3.51165960,10.17100203,8.87335613
2.26000000,-6.25000000,3.56165960,10.17100203,8.87081753
2.26000000,-6.20000000,3.61165960,10.17100203,8.86826640
2.26000000,-6.15000000,3.66165960,10.17100203,8.86569152
2.26000000,-6.10000000,3.71165960,10.17100203,8.86310220
2.26000000,-6.05000000,3.76165960,10.17100203,8.86051659
2.26000000,-6.00000000,3.81165960,10.17100203,8.85795256
2.26000000,-5.95000000,3.86165960,10.17100203,8.85541349
2.26000000,-5.90000000,3.91165960,10.17100203,8.85288660
2.26000000,-5.85000000,3.96165960,10.17100203,8.85035907
2.26000000,-5.80000000,4.01165960,10.17100203,8.84781872
2.26000000,-5.75000000,4.06165960,10.17100203,8.84527094
2.26000000,-5.70000000,4.11165960,10.17100203,8.84271736
2.26000000,-5.65000000,4.16165960,10.17100203,8.84015340
2.26000000,-5.60000000,4.21165960,10.17100203,8.83757478
2.26000000,-5.55000000,4.26165960,10.17100203,8.83498452
2.26000000,-5.50000000,4.31165960,10.17100203,8.83238203
2.26000000,-5.45000000,4.36165960,10.17100203,8.82976360
2.26000000,-5.40000000,4.41165960,10.17100203,8.82712569
2.26000000,-5.35000000,4.46165960,10.17100203,8.82446976
2.26000000,-5.30000000,4.51165960,10.17100203,8.82179596
2.26000000,-5.25000000,4.56165960,10.17100203,8.81910260
2.26000000,-5.20000000,4.61165960,10.17100203,8.81638783
2.26000000,-5.15000000,4.66165960,10.17100203,8.81364773
2.26000000,-5.10000000,4.71165960,10.17100203,8.81088607
2.26000000,-5.05000000,4.76165960,10.17100203,8.80810927
2.26000000,-5.00000000,4.81165958,10.17100203,8.80532365
2.26000000,-4.95000000,4.86165908,10.17100203,8.80253078
2.26000000,-4.90000000,4.91165850,10.17100203,8.79972584
2.26000000,-4.85000000,4.96165860,10.17100203,8.79690368
2.26000000,-4.80000000,5.01166001,10.17100115,8.79405947
2.26000000,-4.75000000,5.06166113,10.17098176,8.79119608
2.26000000,-4.70000000,5.11166301,10.17094950,8.78831306
2.26000000,-4.65000000,5.16166808,10.17092115,8.78540681
2.26000000,-4.60000000,5.21167890,10.17091255,8.78247349
2.26000000,-4.55000000,5.26169877,10.17091255,8.77950761
2.26000000,-4.50000000,5.31172353,10.17091255,8.77651511
2.26000000,-4.45000000,5.36174679,10.17091255,8.77350548
2.26000000,-4.40000000,5.41176215,10.17091255,8.77048814
2.26000000,-4.35000000,5.46176627,10.17091255,8.76746657
2.26000000,-4.30000000,5.51176537,10.17091255,8.76443266
2.26000000,-4.25000000,5.56176733,10.17091255,8.76137698
2.26000000,-4.20000000,5.61177987,10.17091265,8.75829036
2.26000000,-4.15000000,5.66180413,10.17091494,8.75517327
2.26000000,-4.10000000,5.71183510,10.17091874,8.75202927
2.26000000,-4.05000000,5.76186809,10.17092207,8.74885996
2.31000000,-8.00000000,1.86165963,10.21834709,8.95598937
2.31000000,-7.95000000,1.91165963,10.21834709,8.95389585
2.31000000,-7.90000000,1.96165962,10.21834708,8.95179044
2.31000000,-7.85000000,2.01165962,10.21834708,8.94967294
2.31000000,-7.80000000,2.06165962,10.21834708,8.94754135
2.31000000,-7.75000000,2.11165962,10.21834708,8.94539723
2.31000000,-7.70000000,2.16165962,10.21834707,8.94324363
2.31000000,-7.65000000,2.21165961,10.21834707,8.94108354
2.31000000,-7.60000000,2.26165961,10.21834707,8.93891750
2.31000000,-7.55000000,2.31165961,10.21834707,8.93674339
2.31000000,-7.50000000,2.36165961,10.21834707,8.93455903
2.31000000,-7.45000000,2.41165961,10.21834707,8.93236242
2.31000000,-7.40000000,2.46165961,10.21834707,8.93015501
2.31000000,-7.35000000,2.51165961,10.21834706,8.92793638
2.31000000,-7.30000000,2.56165961,10.21834706,8.92570461
2.31000000,-7.25000000,2.61165961,10.21834706,8.92345772
2.31000000,-7.20000000,2.66165961,10.21834706,8.92119426
2.31000000,-7.15000000,2.71165961,10.21834706,8.91891619
2.31000000,-7.10000000,2.76165961,10.21834706,8.91662620
2.31000000,-7.05000000,2.81165961,10.21834706,8.91432702
2.31000000,-7.00000000,2.86165961,10.21834706,8.91201978
2.31000000,-6.95000000,2.91165960,10.21834706,8.90970192
2.31000000,-6.90000000,2.96165960,10.21834706,8.90737034
2.31000000,-6.85000000,3.01165960,10.21834706,8.90502196
2.31000000,-6.80000000,3.06165960,10.21834706,8.90265504
2.31000000,-6.75000000,3.11165960,10.21834706,8.90027234
2.31000000,-6.70000000,3.16165960,10.21834706,8.89787735
2.31000000,-6.65000000,3.21165960,10.21834706,8.89547352
2.31000000,-6.60000000,3.26165960,10.21834706,8.89306104
2.31000000,-6.55000000,3.31165960,10.21834706,8.89063778
2.31000000,-6.50000000,3.36165960,10.21834706,8.88820192
2.31000000,-6.45000000,3.41165960,10.21834706,8.88575169
2.31000000,-6.40000000,3.46165960,10.21834706,8.88328718
2.31000000,-6.35000000,3.51165960,10.21834706,8.88080895
2.31000000,-6.30000000,3.56165960,10.21834706,8.87831717
2.31000000,-6.25000000,3.61165960,10.21834706,8.87581128
2.31000000,-6.20000000,3.66165960,10.21834706,8.87327856
2.31000000,-6.15000000,3.71165960,10.21834706,8.87072997
2.31000000,-6.10000000,3.76165960,10.21834706,8.86818632
2.31000000,-6.05000000,3.81165960,10.21834706,8.86566816
2.31000000,-6.00000000,3.86165960,10.21834706,8.86317989
2.31000000,-5.95000000,3.91165960,10.21834706,8.86070663
2.31000000,-5.90000000,3.96165960,10.21834706,8.85823311
2.31000000,-5.85000000,4.01165960,10.21834706,8.85574480
2.31000000,-5.80000000,4.06165960,10.21834706,8.85324761
2.31000000,-5.75000000,4.11165960,10.21834706,8.85074391
2.31000000,-5.70000000,4.16165960,10.21834706,8.84822915
2.31000000,-5.65000000,4.21165960,10.21834706,8.84569910
2.31000000,-5.60000000,4.26165960,10.21834706,8.84315715
2.31000000,-5.55000000,4.31165960,10.21834706,8.84060233
2.31000000,-5.50000000,4.36165960,10.21834706,8.83803026
2.31000000,-5.45000000,4.41165960,10.21834710,8.83543656
2.31000000,-5.40000000,4.46165960,10.21834799,8.83281938
2.31000000,-5.35000000,4.51165960,10.21834948,8.83018206
2.31000000,-5.30000000,4.56165960,10.21835078,8.82752859
2.31000000,-5.25000000,4.61165960,10.21835118,8.82486282
2.31000000,-5.20000000,4.66165963,10.21835118,8.82218464
2.31000000,-5.15000000,4.71165965,10.21835118,8.81949186
2.31000000,-5.10000000,4.76165965,10.21835118,8.81678293
2.31000000,-5.05000000,4.81165955,10.21835118,8.81405631
2.31000000,-5.00000000,4.86165882,10.21835118,8.81131099
2.31000000,-4.95000000,4.91165796,10.21835118,8.80854825
2.31000000,-4.90000000,4.96165788,10.21835118,8.80576984
2.31000000,-4.85000000,5.01165936,10.21835083,8.80297756
2.31000000,-4.80000000,5.06166094,10.21834313,8.80017384
2.31000000,-4.75000000,5.11166347,10.21833033,8.79735537
2.31000000,-4.70000000,5.16166909,10.21831908,8.79451712
2.31000000,-4.65000000,5.21168006,10.21831567,8.79165418
2.31000000,-4.60000000,5.26169954,10.21831567,8.78876604
2.31000000,-4.55000000,5.31172364,10.21831567,8.78585506
2.31000000,-4.50000000,5.36174630,10.21831567,8.78292312
2.31000000,-4.45000000,5.41176146,10.21831567,8.77997190
2.31000000,-4.40000000,5.46176609,10.21831567,8.77699942
2.31000000,-4.35000000,5.51176596,10.21831567,8.77400601
2.31000000,-4.30000000,5.56176826,10.21831567,8.77099370
2.31000000,-4.25000000,5.61177999,10.21831573,8.76796462
2.31000000,-4.20000000,5.66180157,10.21831713,8.76492120
2.31000000,-4.15000000,5.71182898,10.21831960,8.76185983
2.31000000,-4.10000000,5.76185901,10.21832213,8.75877522
2.31000000,-4.05000000,5.81188858,10.21832273,8.75566223
2.36000000,-8.00000000,1.91165964,10.26691488,8.96006740
2.36000000,-7.95000000,1.96165964,10.26691487,8.95799221
2.36000000,-7.90000000,2.01165963,10.26691487,8.95590723
2.36000000,-7.85000000,2.06165963,10.26691486,8.95381145
2.36000000,-7.80000000,2.11165963,10.26691486,8.95170501
2.36000000,-7.75000000,2.16165962,10.26691486,8.94958897
2.36000000,-7.70000000,2.21165962,10.26691485,8.94746436
2.36000000,-7.65000000,2.26165962,10.26691485,8.94533129
2.36000000,-7.60000000,2.31165962,10.26691485,8.94318898
2.36000000,-7.55000000,2.36165962,10.26691485,8.94103671
2.36000000,-7.50000000,2.41165961,10.26691484,8.93887386
2.36000000,-7.45000000,2.46165961,10.26691484,8.93670166
2.36000000,-7.40000000,2.51165961,10.26691484,8.93451920
2.36000000,-7.35000000,2.56165961,10.26691484,8.93232443
2.36000000,-7.30000000,2.61165961,10.26691484,8.93011532
2.36000000,-7.25000000,2.66165961,10.26691484,8.92789120
2.36000000,-7.20000000,2.71165961,10.26691484,8.92565341
2.36000000,-7.15000000,2.76165961,10.26691484,8.92340343
2.36000000,-7.10000000,2.81165961,10.26691484,8.92114271
2.36000000,-7.05000000,2.86165961,10.26691483,8.91887123
2.36000000,-7.00000000,2.91165961,10.26691483,8.91658805
2.36000000,-6.95000000,2.96165961,10.26691483,8.91429239
2.36000000,-6.90000000,3.01165961,10.26691483,8.91198348
2.36000000,-6.85000000,3.06165961,10.26691483,8.90966028
2.36000000,-6.80000000,3.11165960,10.26691483,8.90732382
2.36000000,-6.75000000,3.16165960,10.26691483,8.90497577
2.36000000,-6.70000000,3.21165960,10.26691483,8.90261774
2.36000000,-6.65000000,3.26165960,10.26691483,8.90025014
2.36000000,-6.60000000,3.31165960,10.26691483,8.89787157
2.36000000,-6.55000000,3.36165960,10.26691483,8.89548054
2.36000000,-6.50000000,3.41165960,10.26691483,8.89307564
2.36000000,-6.45000000,3.46165960,10.26691483,8.89065716
2.36000000,-6.40000000,3.51165960,10.26691483,8.88822532
2.36000000,-6.35000000,3.56165960,10.26691483,8.88577979
2.36000000,-6.30000000,3.61165960,10.26691483,8.88331951
2.36000000,-6.25000000,3.66165960,10.26691483,8.88083131
2.36000000,-6.20000000,3.71165960,10.26691483,8.87832675
2.36000000,-6.15000000,3.76165960,10.26691483,8.87582761
2.36000000,-6.10000000,3.81165960,10.26691483,8.87335531
2.36000000,-6.05000000,3.86165960,10.26691483,8.87091452
2.36000000,-6.00000000,3.91165960,10.26691483,8.86848968
2.36000000,-5.95000000,3.96165960,10.26691483,8.86606477
2.36000000,-5.90000000,4.01165960,10.26691483,8.86362454
2.36000000,-5.85000000,4.06165960,10.26691483,8.86117505
2.36000000,-5.80000000,4.11165960,10.26691483,8.85871892
2.36000000,-5.75000000,4.16165960,10.26691483,8.85625161
2.36000000,-5.70000000,4.21165960,10.26691483,8.85376887
2.36000000,-5.65000000,4.26165960,10.26691483,8.85127363
2.36000000,-5.60000000,4.31165960,10.26691483,8.84876533
2.36000000,-5.55000000,4.36165960,10.26691483,8.84624033
2.36000000,-5.50000000,4.41165960,10.26691483,8.84369499
2.36000000,-5.45000000,4.46165960,10.26691483,8.84112721
2.36000000,-5.40000000,4.51165960,10.26691483,8.83854020
2.36000000,-5.35000000,4.56165960,10.26691483,8.83593813
2.36000000,-5.30000000,4.61165960,10.26691483,8.83332512
2.36000000,-5.25000000,4.66165960,10.26691483,8.83070186
2.36000000,-5.20000000,4.71165960,10.26691483,8.82806538
2.36000000,-5.15000000,4.76165960,10.26691483,8.82541272
2.36000000,-5.10000000,4.81165958,10.26691483,8.82274097
2.36000000,-5.05000000,4.86165918,10.26691483,8.82004889
2.36000000,-5.00000000,4.91165872,10.26691483,8.81733863
2.36000000,-4.95000000,4.96165880,10.26691483,8.81461276
2.36000000,-4.90000000,5.01165990,10.26691489,8.81187378
2.36000000,-4.85000000,5.06166015,10.26691631,8.80912222
2.36000000,-4.80000000,5.11166092,10.26691868,8.80635605
2.36000000,-4.75000000,5.16166508,10.26692076,8.80357313
2.36000000,-4.70000000,5.21167567,10.26692139,8.80077161
2.36000000,-4.65000000,5.26169625,10.26692139,8.79795487
2.36000000,-4.60000000,5.31172218,10.26692139,8.79512056
2.36000000,-4.55000000,5.36174647,10.26692139,8.79226322
2.36000000,-4.50000000,5.41176215,10.26692139,8.78937728
2.36000000,-4.45000000,5.46176614,10.26692139,8.78645720
2.36000000,-4.40000000,5.51176473,10.26692139,8.78350986
2.36000000,-4.35000000,5.56176553,10.26692139,8.78054536
2.36000000,-4.30000000,5.61177603,10.26692138,8.77757368
2.36000000,-4.25000000,5.66179716,10.26692122,8.77459747
2.36000000,-4.20000000,5.71182422,10.26692095,8.77160904
2.36000000,-4.15000000,5.76185291,10.26692071,8.76860009
2.36000000,-4.10000000,5.81187902,10.26692013,8.76556265
2.36000000,-4.05000000,5.86190206,10.26690886,8.76249808
2.41000000,-8.00000000,1.96165965,10.31667364,8.96417446
2.41000000,-7.95000000,2.01165965,10.31667363,8.96212548
2.41000000,-7.90000000,2.06165964,10.31667362,8.96007531
2.41000000,-7.85000000,2.11165964,10.31667362,8.95801873
2.41000000,-7.80000000,2.16165964,10.31667361,8.95594830
2.41000000,-7.75000000,2.21165963,10.31667361,8.95385641
2.41000000,-7.70000000,2.26165963,10.31667360,8.95173703
2.41000000,-7.65000000,2.31165963,10.31667360,8.94959878
2.41000000,-7.60000000,2.36165962,10.31667360,8.94745367
2.41000000,-7.55000000,2.41165962,10.31667359,8.94531366
2.41000000,-7.50000000,2.46165962,10.31667359,8.94318327
2.41000000,-7.45000000,2.51165962,10.31667359,8.94105239
2.41000000,-7.40000000,2.56165962,10.31667359,8.93890928
2.41000000,-7.35000000,2.61165961,10.31667358,8.93674233
2.41000000,-7.30000000,2.66165961,10.31667358,8.93454890
2.41000000,-7.25000000,2.71165961,10.31667358,8.93233677
2.41000000,-7.20000000,2.76165961,10.31667358,8.93011383
2.41000000,-7.15000000,2.81165961,10.31667358,8.92788784
2.41000000,-7.10000000,2.86165961,10.31667358,8.92565926
2.41000000,-7.05000000,2.91165961,10.31667358,8.92342357
2.41000000,-7.00000000,2.96165961,10.31667358,8.92117709
2.41000000,-6.95000000,3.01165961,10.31667357,8.91891623
2.41000000,-6.90000000,3.06165961,10.31667357,8.91664149
2.41000000,-6.85000000,3.11165961,10.31667357,8.91435404
2.41000000,-6.80000000,3.16165961,10.31667357,8.91205406
2.41000000,-6.75000000,3.21165961,10.31667357,8.90974172
2.41000000,-6.70000000,3.26165961,10.31667357,8.90741667
2.41000000,-6.65000000,3.31165960,10.31667357,8.90507887
2.41000000,-6.60000000,3.36165960,10.31667357,8.90272853
2.41000000,-6.55000000,3.41165960,10.31667357,8.90036585
2.41000000,-6.50000000,3.46165960,10.31667357,8.89799039
2.41000000,-6.45000000,3.51165960,10.31667357,8.89560220
2.41000000,-6.40000000,3.56165960,10.31667357,8.89320158
2.41000000,-6.35000000,3.61165960,10.31667357,8.89078819
2.41000000,-6.30000000,3.66165960,10.31667357,8.88835054
2.41000000,-6.25000000,3.71165960,10.31667357,8.88589847
2.41000000,-6.20000000,3.76165960,10.31667357,8.88345078
2.41000000,-6.15000000,3.81165960,10.31667357,8.88102601
2.41000000,-6.10000000,3.86165960,10.31667357,8.87862796
2.41000000,-6.05000000,3.91165960,10.31667357,8.87624322
2.41000000,-6.00000000,3.96165960,10.31667357,8.87385812
2.41000000,-5.95000000,4.01165960,10.31667357,8.87145967
2.41000000,-5.90000000,4.06165960,10.31667357,8.86905344
2.41000000,-5.85000000,4.11165960,10.31667357,8.86664131
2.41000000,-5.80000000,4.16165960,10.31667357,8.86421873
2.41000000,-5.75000000,4.21165960,10.31667357,8.86178132
2.41000000,-5.70000000,4.26165960,10.31667357,8.85933038
2.41000000,-5.65000000,4.31165960,10.31667357,8.85686682
2.41000000,-5.60000000,4.36165960,10.31667357,8.85438980
2.41000000,-5.55000000,4.41165960,10.31667357,8.85189861
2.41000000,-5.50000000,4.46165960,10.31667357,8.84939527
2.41000000,-5.45000000,4.51165960,10.31667357,8.84687813
2.41000000,-5.40000000,4.56165960,10.31667357,8.84434375
2.41000000,-5.35000000,4.61165960,10.31667357,8.84178864
2.41000000,-5.30000000,4.66165960,10.31667357,8.83920987
2.41000000,-5.25000000,4.71165960,10.31667357,8.83661127
2.41000000,-5.20000000,4.76165960,10.31667357,8.83399829
2.41000000,-5.15000000,4.81165960,10.31667357,8.83137634
2.41000000,-5.10000000,4.86165956,10.31667357,8.82874760
2.41000000,-5.05000000,4.91165951,10.31667357,8.82610718
2.41000000,-5.00000000,4.96165952,10.31667357,8.82344925
2.41000000,-4.95000000,5.01165949,10.31667357,8.82076802
2.41000000,-4.90000000,5.06165672,10.31667371,8.81806077
2.41000000,-4.85000000,5.11165358,10.31667394,8.81533230
2.41000000,-4.80000000,5.16165458,10.31667414,8.81258844
2.41000000,-4.75000000,5.21166434,10.31667421,8.80983511
2.41000000,-4.70000000,5.26168740,10.31667421,8.80707618
2.41000000,-4.65000000,5.31171746,10.31667421,8.80430503
2.41000000,-4.60000000,5.36174538,10.31667421,8.80151282
2.41000000,-4.55000000,5.41176205,10.31667421,8.79869073
2.41000000,-4.50000000,5.46176382,10.31667421,8.79583479
2.41000000,-4.45000000,5.51175858,10.31667421,8.79295221
2.41000000,-4.40000000,5.56175572,10.31667421,8.79005175
2.41000000,-4.35000000,5.61176450,10.31667421,8.78714191
2.41000000,-4.30000000,5.66178773,10.31667419,8.78422259
2.41000000,-4.25000000,5.71181816,10.31667416,8.78128918
2.41000000,-4.20000000,5.76184778,10.31667414,8.77833840
2.41000000,-4.15000000,5.81186851,10.31667422,8.77536726
2.41000000,-4.10000000,5.86187575,10.31667587,8.77237929
2.41000000,-4.05000000,5.91187771,10.31667816,8.76937256
2.46000000,-8.00000000,2.01165968,10.36721081,8.96844083
2.46000000,-7.95000000,2.06165967,10.36721080,8.96641364
2.46000000,-7.90000000,2.11165966,10.36721079,8.96437392
2.46000000,-7.85000000,2.16165965,10.36721078,8.96232158
2.46000000,-7.80000000,2.21165965,10.36721078,8.96025628
2.46000000,-7.75000000,2.26165964,10.36721077,8.95817351
2.46000000,-7.70000000,2.31165964,10.36721076,8.95607705
2.46000000,-7.65000000,2.36165964,10.36721076,8.95397409
2.46000000,-7.60000000,2.41165963,10.36721075,8.95187184
2.46000000,-7.55000000,2.46165963,10.36721075,8.94977388
2.46000000,-7.50000000,2.51165963,10.36721075,8.94767336
2.46000000,-7.45000000,2.56165962,10.36721074,8.94556174
2.46000000,-7.40000000,2.61165962,10.36721074,8.94343066
2.46000000,-7.35000000,2.66165962,10.36721074,8.94127916
2.46000000,-7.30000000,2.71165962,10.36721073,8.93911201
2.46000000,-7.25000000,2.76165962,10.36721073,8.93693331
2.46000000,-7.20000000,2.81165961,10.36721073,8.93474708
2.46000000,-7.15000000,2.86165961,10.36721073,8.93255338
2.46000000,-7.10000000,2.91165961,10.36721073,8.93034992
2.46000000,-7.05000000,2.96165961,10.36721073,8.92813493
2.46000000,-7.00000000,3.01165961,10.36721072,8.92590660
2.46000000,-6.95000000,3.06165961,10.36721072,8.92366377
2.46000000,-6.90000000,3.11165961,10.36721072,8.92140813
2.46000000,-6.85000000,3.16165961,10.36721072,8.91914197
2.46000000,-6.80000000,3.21165961,10.36721072,8.91686756
2.46000000,-6.75000000,3.26165961,10.36721072,8.91458547
2.46000000,-6.70000000,3.31165961,10.36721072,8.91229389
2.46000000,-6.65000000,3.36165961,10.36721072,8.90999085
2.46000000,-6.60000000,3.41165961,10.36721072,8.90767454
2.46000000,-6.55000000,3.46165961,10.36721072,8.90534648
2.46000000,-6.50000000,3.51165960,10.36721072,8.90300607
2.46000000,-6.45000000,3.56165960,10.36721072,8.90065114
2.46000000,-6.40000000,3.61165960,10.36721072,8.89827878
2.46000000,-6.35000000,3.66165960,10.36721072,8.89587514
2.46000000,-6.30000000,3.71165960,10.36721072,8.89345326
2.46000000,-6.25000000,3.76165960,10.36721072,8.89103658
2.46000000,-6.20000000,3.81165960,10.36721072,8.88864813
2.46000000,-6.15000000,3.86165960,10.36721072,8.88629159
2.46000000,-6.10000000,3.91165960,10.36721072,8.88395108
2.46000000,-6.05000000,3.96165960,10.36721072,8.88161117
2.46000000,-6.00000000,4.01165960,10.36721072,8.87925717
2.46000000,-5.95000000,4.06165960,10.36721072,8.87689490
2.46000000,-5.90000000,4.11165960,10.36721072,8.87452691
2.46000000,-5.85000000,4.16165960,10.36721072,8.87214889
2.46000000,-5.80000000,4.21165960,10.36721072,8.86975668
2.46000000,-5.75000000,4.26165960,10.36721072,8.86735132
2.46000000,-5.70000000,4.31165960,10.36721072,8.86493386
2.46000000,-5.65000000,4.36165960,10.36721072,8.86250383
2.46000000,-5.60000000,4.41165960,10.36721072,8.86006097
2.46000000,-5.55000000,4.46165960,10.36721072,8.85760827
2.46000000,-5.50000000,4.51165960,10.36721072,8.85514304
2.46000000,-5.45000000,4.56165960,10.36721072,8.85266017
2.46000000,-5.40000000,4.61165960,10.36721072,8.85015444
2.46000000,-5.35000000,4.66165960,10.36721072,8.84762258
2.46000000,-5.30000000,4.71165960,10.36721072,8.84506951
2.46000000,-5.25000000,4.76165960,10.36721072,8.84250184
2.46000000,-5.20000000,4.81165960,10.36721072,8.83992601
2.46000000,-5.15000000,4.86165964,10.36721072,8.83734242
2.46000000,-5.10000000,4.91165967,10.36721072,8.83474719
2.46000000,-5.05000000,4.96165967,10.36721072,8.83213703
2.46000000,-5.00000000,5.01165940,10.36721072,8.82950880
2.46000000,-4.95000000,5.06165584,10.36721072,8.82686271
2.46000000,-4.90000000,5.11165171,10.36721072,8.82419984
2.46000000,-4.85000000,5.16165209,10.36721072,8.82152051
2.46000000,-4.80000000,5.21166220,10.36721072,8.81882506
2.46000000,-4.75000000,5.26168716,10.36721072,8.81611389
2.46000000,-4.70000000,5.31171986,10.36721072,8.81338612
2.46000000,-4.65000000,5.36174998,10.36721072,8.81064049
2.46000000,-4.60000000,5.41176731,10.36721072,8.80787572
2.46000000,-4.55000000,5.46176907,10.36721072,8.80509080
2.46000000,-4.50000000,5.51176298,10.36721072,8.80228682
2.46000000,-4.45000000,5.56175738,10.36721072,8.79946538
2.46000000,-4.40000000,5.61176037,10.36721072,8.79662803
2.46000000,-4.35000000,5.66177196,10.36721072,8.79377492
2.46000000,-4.30000000,5.71178792,10.36721072,8.79090473
2.46000000,-4.25000000,5.76180528,10.36721072,8.78801624
2.46000000,-4.20000000,5.81182092,10.36721081,8.78510832
2.46000000,-4.15000000,5.86183137,10.36721288,8.78218247
2.46000000,-4.10000000,5.91184127,10.36721648,8.77923753
2.46000000,-4.05000000,5.96185750,10.36722004,8.77627089
2.51000000,-8.00000000,2.06165971,10.41827189,8.97270014
2.51000000,-7.95000000,2.11165970,10.41827187,8.97067706
2.51000000,-7.90000000,2.16165969,10.41827186,8.96864374
2.51000000,-7.85000000,2.21165968,10.41827185,8.96660719
2.51000000,-7.80000000,2.26165967,10.41827184,8.96456586
2.51000000,-7.75000000,2.31165966,10.41827183,8.96251734
2.51000000,-7.70000000,2.36165965,10.41827182,8.96046154
2.51000000,-7.65000000,2.41165965,10.41827181,8.95839845
2.51000000,-7.60000000,2.46165964,10.41827181,8.95632966
2.51000000,-7.55000000,2.51165964,10.41827180,8.95425371
2.51000000,-7.50000000,2.56165964,10.41827179,8.95216782
2.51000000,-7.45000000,2.61165963,10.41827179,8.95006932
2.51000000,-7.40000000,2.66165963,10.41827178,8.94795898
2.51000000,-7.35000000,2.71165963,10.41827178,8.94583728
2.51000000,-7.30000000,2.76165962,10.41827178,8.94370368
2.51000000,-7.25000000,2.81165962,10.41827177,8.94155763
2.51000000,-7.20000000,2.86165962,10.41827177,8.93939901
2.51000000,-7.15000000,2.91165962,10.41827177,8.93722796
2.51000000,-7.10000000,2.96165962,10.41827177,8.93504452
2.51000000,-7.05000000,3.01165961,10.41827177,8.93284861
2.51000000,-7.00000000,3.06165961,10.41827176,8.93063763
2.51000000,-6.95000000,3.11165961,10.41827176,8.92841360
2.51000000,-6.90000000,3.16165961,10.41827176,8.92618049
2.51000000,-6.85000000,3.21165961,10.41827176,8.92394223
2.51000000,-6.80000000,3.26165961,10.41827176,8.92170011
2.51000000,-6.75000000,3.31165961,10.41827176,8.91945089
2.51000000,-6.70000000,3.36165961,10.41827176,8.91719090
2.51000000,-6.65000000,3.41165961,10.41827176,8.91491671
2.51000000,-6.60000000,3.46165961,10.41827176,8.91263086
2.51000000,-6.55000000,3.51165961,10.41827176,8.91033268
2.51000000,-6.50000000,3.56165961,10.41827175,8.90801896
2.51000000,-6.45000000,3.61165961,10.41827175,8.90568565
2.51000000,-6.40000000,3.66165961,10.41827175,8.90331708
2.51000000,-6.35000000,3.71165960,10.41827175,8.90092837
2.51000000,-6.30000000,3.76165960,10.41827175,8.89854622
2.51000000,-6.25000000,3.81165960,10.41827175,8.89619692
2.51000000,-6.20000000,3.86165960,10.41827175,8.89388464
2.51000000,-6.15000000,3.91165960,10.41827175,8.89159125
2.51000000,-6.10000000,3.96165960,10.41827175,8.88929921
2.51000000,-6.05000000,4.01165960,10.41827175,8.88699177
